Animal ID,Name,DateTime,MonthYear,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A844066,Oso,3/10/2022 17:50,Mar-22,9036 Lamar in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,German Shepherd Mix,White
A852993,A852993,3/10/2022 17:55,Mar-22,7928 Gessner in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,Alaskan Malamute,Brown/Black
A853006,Honey,3/11/2022 7:33,Mar-22,4434 Frontier Trail in Austin (TX),Owner Surrender,Injured,Dog,Intact Female,8 months,Chihuahua Shorthair,Brown
A853008,*Celine,3/11/2022 9:41,Mar-22,3901 Guadalupe in Austin (TX),Stray,Injured,Dog,Intact Female,5 months,Cairn Terrier,Black
A853011,Henry,3/11/2022 9:47,Mar-22,9606 Gambles Quail in Austin (TX),Abandoned,Normal,Dog,Intact Male,4 weeks,Pit Bull Mix,Tan/White
A853012,Bella,3/11/2022 9:47,Mar-22,9606 Gambles Quail in Austin (TX),Abandoned,Normal,Dog,Intact Female,4 weeks,Pit Bull Mix,Tricolor
A853019,Nalas,3/11/2022 10:28,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,4 months,Shiba Inu/Alaskan Husky,Tan
A853016,Gracie,3/11/2022 10:30,Mar-22,11474 Bristle Oak Trail in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Golden Retriever Mix,Gold/White
A853010,Piper,3/11/2022 10:30,Mar-22,11474 Bristle Oak Trail in Austin (TX),Stray,Normal,Dog,Spayed Female,7 years,Labrador Retriever,Black/White
A828063,Rex,3/11/2022 10:31,Mar-22,6420 Airport Blvd in Austin (TX),Public Assist,Normal,Dog,Neutered Male,4 years,Chihuahua Shorthair,Brown/Tan
A828061,Saily,3/11/2022 10:31,Mar-22,6420 Airport Blvd in Austin (TX),Public Assist,Normal,Dog,Intact Female,3 years,Lhasa Apso/Miniature Poodle,Gray/Black
A853018,Draco,3/11/2022 10:39,Mar-22,6405 South Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Labrador Retriever Mix,Chocolate/White
A795840,Princess,3/11/2022 11:20,Mar-22,Woodland And South Ih 35 Svrd in Austin (TX),Public Assist,Normal,Dog,Spayed Female,3 years,Catahoula Mix,White/Blue Merle
A853027,Alexandra,3/11/2022 11:59,Mar-22,908 Neal Street in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Pit Bull/Great Dane,Brown Brindle/White
A840481,Benny,3/11/2022 13:28,Mar-22,East 5Th And Red River in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Jack Russell Terrier,White/Brown
A853030,*Study,3/11/2022 14:10,Mar-22,207 Johanna in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,Labrador Retriever Mix,Black/White
A853031,,3/11/2022 14:21,Mar-22,3412 Firoj Dr in Austin (TX),Stray,Sick,Dog,Intact Male,2 years,Alaskan Husky Mix,White
A671885,*Dixie,3/11/2022 14:57,Mar-22,9100 Waterford Center Blvd in Austin (TX),Stray,Normal,Dog,Spayed Female,10 years,Catahoula Mix,Brown Merle/White
A853035,Suki,3/11/2022 15:06,Mar-22,Lou Neff Road in Austin (TX),Stray,Normal,Dog,Intact Female,6 years,German Shepherd,Sable
A853036,Bella,3/11/2022 15:15,Mar-22,Travis (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Border Collie,White/Tan
A852530,Laidee,3/11/2022 16:28,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Rottweiler/Labrador Retriever,Black/Tan
A853047,Sherman,3/11/2022 16:45,Mar-22,19720 Humphrey Road in Manor (TX),Stray,Normal,Dog,Intact Male,2 years,German Shepherd Mix,White
A852090,Nala,3/11/2022 17:10,Mar-22,311 Kemp Street in Austin (TX),Stray,Normal,Dog,Spayed Female,3 months,Rottweiler,Black/Brown
A853049,*Bubbles,3/11/2022 17:51,Mar-22,8401 Valleyfield Drive in Austin (TX),Stray,Normal,Dog,Intact Female,7 years,Rottweiler,Black/Brown
A853069,*Wyatt Earp,3/12/2022 12:50,Mar-22,8814 Sassman in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,German Shepherd/Australian Cattle Dog,Brown
A853071,*Bat Masterson,3/12/2022 12:52,Mar-22,8814 Sassman in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,German Shepherd,Black
A853070,*Jesse James,3/12/2022 12:52,Mar-22,8814 Sassman in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,German Shepherd,Black
A757158,Pirata,3/12/2022 14:04,Mar-22,701 Vargas in Austin (TX),Stray,Normal,Dog,Spayed Female,4 years,Labrador Retriever Mix,White/Black
A853082,Latte,3/12/2022 14:05,Mar-22,701 Vargas in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Labrador Retriever,Brown
A853083,,3/12/2022 14:17,Mar-22,901 Little Texas Ln in Austin (TX),Stray,Normal,Dog,Intact Male,3 months,Labrador Retriever Mix,Brown/White
A853090,*Dwight,3/12/2022 15:48,Mar-22,2701 E 7Th in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Pit Bull,Blue/White
A853093,Nano,3/12/2022 19:52,Mar-22,5809 Arbor Pavillion Lane in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Siberian Husky/German Shepherd,Brown/White
A853108,Baylee,3/13/2022 12:06,Mar-22,6809 Guadalupe St in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull,White/Tan
A853115,*Zaphrina,3/13/2022 12:57,Mar-22,9001 Elfen Cv in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,German Shepherd,Brown
A853117,*Lambert,3/13/2022 13:48,Mar-22,6407 Springdale in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,Pit Bull,Blue
A775490,Scruff Mcgru,3/13/2022 14:01,Mar-22,Travis (TX),Public Assist,Normal,Dog,Neutered Male,7 years,Miniature Schnauzer Mix,Black
A853121,*Bungee,3/13/2022 15:02,Mar-22,124 W Anderson Ln in Austin (TX),Stray,Injured,Dog,Intact Male,5 months,Pit Bull Mix,White
A853123,Niko,3/13/2022 16:29,Mar-22,1904 Greenwood in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Brown/White
A853132,Rambo,3/14/2022 9:55,Mar-22,107 Beaver St in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull,Blue/White
A853134,Cacho,3/14/2022 10:08,Mar-22,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,10 months,German Shepherd,Black/Tan
A851572,*Zoom,3/14/2022 11:15,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,5 months,Australian Shepherd,Red/White
A847563,Bear,3/14/2022 11:28,Mar-22,5900 Airport Blvd in Austin (TX),Stray,Injured,Dog,Neutered Male,5 months,German Shepherd/Labrador Retriever,Tan/Black
A853149,Chapo,3/14/2022 13:56,Mar-22,East William Cannon And Ih 35 in Austin (TX),Stray,Injured,Dog,Intact Male,4 months,Pit Bull Mix,Brown Brindle
A853146,*Lacey,3/14/2022 14:02,Mar-22,1156 W Cesar Chavez in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Australian Cattle Dog,Black/Gray
A853154,,3/14/2022 14:05,Mar-22,Austin (TX),Owner Surrender,Injured,Dog,Intact Male,4 weeks,Belgian Malinois,Sable
A853156,Jet,3/14/2022 15:08,Mar-22,6705 Crystalbrook Drive in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,Shih Tzu,Black
A853158,Gorda,3/14/2022 15:28,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,7 months,Black Mouth Cur/Labrador Retriever,Brown/White
A853164,Oakley,3/14/2022 16:09,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,9 years,Treeing Walker Coonhound,White/Tan
A853161,A853161,3/14/2022 16:09,Mar-22,Johnny Morris Rd And Fm 969 in Austin (TX),Stray,Normal,Dog,Intact Male,6 months,Briard,White
A792340,Mako,3/14/2022 19:00,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Pit Bull Mix,White/Tan
A853177,Jae,3/14/2022 19:02,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,5 years,Treeing Tennesse Brindle Mix,Brown Brindle/White
A853167,*Sunbird,3/14/2022 21:14,Mar-22,4602 Atlantis in Travis (TX),Stray,Sick,Dog,Spayed Female,4 years,German Shepherd Mix,Brown/Black
A853190,Lucy,3/15/2022 7:23,Mar-22,1881 Grove Blvd in Austin (TX),Owner Surrender,Sick,Dog,Intact Female,8 months,Chihuahua Shorthair,White/Brown
A851234,*Madison,3/15/2022 8:21,Mar-22,809 S Lamar in Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 months,Shiba Inu Mix,White/Black
A853198,Faith,3/15/2022 9:43,Mar-22,1916 Gracy Farms in Austin (TX),Public Assist,Normal,Dog,Intact Female,5 years,Yorkshire Terrier,Black/Brown
A853207,Miami,3/15/2022 11:08,Mar-22,Salina Street And East 13Th Street in Austin (TX),Stray,Normal,Dog,Intact Female,5 years,Pit Bull,White/Brown
A853215,Milo,3/15/2022 11:14,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,Pit Bull/Labrador Retriever,Brown Brindle/White
A853214,*Saffron,3/15/2022 11:35,Mar-22,5708 Berriweather Drive in Austin (TX),Stray,Normal,Dog,Intact Female,4 months,Labrador Retriever Mix,Tan/White
A853220,*Jo,3/15/2022 12:04,Mar-22,American Mustang Loop in Manor (TX),Stray,Normal,Dog,Intact Female,2 years,Doberman Pinsch,Chocolate/Tan
A853221,A853221,3/15/2022 12:27,Mar-22,700 Vargas Road in Austin (TX),Stray,Medical,Dog,Intact Female,1 year,Dachshund Mix,Black
A853225,A853225,3/15/2022 12:34,Mar-22,Los Cielos in Travis (TX),Stray,Normal,Dog,Intact Female,1 month,Jack Russell Terrier Mix,White/Tan
A839084,Phineas,3/15/2022 13:03,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Pit Bull Mix,Fawn/White
A853230,*Letty,3/15/2022 13:37,Mar-22,Highway 290 in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Rat Terrier Mix,Black/White
A853232,Roxie,3/15/2022 13:48,Mar-22,7301 Rr 620 in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Blue/White
A853238,A853238,3/15/2022 14:13,Mar-22,13937 Ashton Woods Circle in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Dachshund Mix,Tan/White
A612939,Chula,3/15/2022 14:20,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,12 years,Pit Bull Mix,Brown/White
A853159,Harley,3/15/2022 14:36,Mar-22,Austin (TX),Stray,Sick,Dog,Intact Female,3 months,American Bulldog,Tricolor
A853255,*Patience,3/15/2022 16:04,Mar-22,2800 South Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Boxer Mix,White/Brown Brindle
A853256,A853256,3/15/2022 16:48,Mar-22,Highway 290 in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Dachshund Wirehair,Buff
A853259,*Daffy,3/15/2022 17:11,Mar-22,7201 Levander Loop in Austin (TX),Abandoned,Normal,Dog,Intact Female,2 years,Pit Bull,White/Brown
A853263,*Greg,3/15/2022 18:07,Mar-22,North Lamar in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Buff
A853262,*Paddy,3/15/2022 18:20,Mar-22,Night Camp Drive And Long Day Drive in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Boxer/Pit Bull,Brown/White
A853264,*Howler,3/15/2022 18:59,Mar-22,Jim Thorpe And Frate Barker in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Dutch Shepherd Mix,Brown Brindle/Black
A828063,Rex,3/15/2022 19:02,Mar-22,2201 Montopolis Drive in Austin (TX),Public Assist,Normal,Dog,Neutered Male,4 years,Chihuahua Shorthair,Brown/Tan
A828061,Saily,3/15/2022 19:02,Mar-22,2201 Montopolis Drive in Austin (TX),Public Assist,Normal,Dog,Intact Female,3 years,Lhasa Apso/Miniature Poodle,Gray/Black
A830106,Kiki,3/16/2022 0:43,Mar-22,6800 Berkman in Austin (TX),Public Assist,Normal,Dog,Intact Female,3 years,Pit Bull,White/Black
A853280,,3/16/2022 7:57,Mar-22,Wickersham Ln in Austin (TX),Stray,Sick,Dog,Intact Male,3 days,Chihuahua Shorthair,Black/Brown
A853286,*Joanna,3/16/2022 9:53,Mar-22,629 Dalton in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Staffordshire Mix,Blue/White
A853287,*Lexicon,3/16/2022 9:53,Mar-22,629 Dalton in Austin (TX),Stray,Normal,Dog,Intact Male,5 years,Pit Bull,Black/White
A853292,*Lucida,3/16/2022 11:24,Mar-22,8102 Conege Avenue in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Labrador Retriever Mix,White/Tricolor
A853140,*Fairfield,3/16/2022 11:36,Mar-22,Village West in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Labrador Retriever Mix,Black/White
A853296,Malichi,3/16/2022 11:47,Mar-22,1900 Airport Commerce in Austin (TX),Stray,Normal,Dog,Intact Male,10 years,Beagle,Tan
A853289,*Hastings,3/16/2022 12:13,Mar-22,2601 Scofield Ridge in Austin (TX),Public Assist,Normal,Dog,Intact Male,4 years,Miniature Poodle Mix,Black
A853299,Booboo Do,3/16/2022 12:18,Mar-22,1715 W Cesar Chavez St in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever Mix,Black
A853305,Juneboy,3/16/2022 13:37,Mar-22,Lago Vista (TX),Public Assist,Normal,Dog,Intact Male,1 year,Pointer/Smooth Fox Terrier,White/Tan
A853311,*Skeeter,3/16/2022 14:54,Mar-22,1912 East William Cannon in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,Australian Cattle Dog,Red/White
A853314,*Mingo,3/16/2022 15:19,Mar-22,Shadywood Drive And Blackberry Drive in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,Labrador Retriever Mix,Brown/White
A853315,*Fanty,3/16/2022 15:19,Mar-22,Shadywood Drive And Blackberry Drive in Austin (TX),Stray,Normal,Dog,Intact Female,4 months,Labrador Retriever Mix,Brown
A853313,*Cocoa,3/16/2022 15:21,Mar-22,2510 Onion Creek Parkway in Austin (TX),Stray,Normal,Dog,Intact Female,5 years,American Staffordshire Terrier Mix,Chocolate/White
A853316,*Clover,3/16/2022 15:45,Mar-22,3811 East 12Th Street in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,Labrador Retriever Mix,Black
A848703,Pantera,3/16/2022 16:28,Mar-22,Travis (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Labrador Retriever/Pit Bull,Black/White
A853318,A853318,3/16/2022 16:51,Mar-22,12600 Paloma Blanca Way in Travis (TX),Stray,Normal,Dog,Intact Male,7 years,Chihuahua Shorthair,White/Tan
A853160,*Maggie,3/16/2022 17:31,Mar-22,5305 Tower Trail in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Labrador Retriever,Brown/Tan
A853324,*Copper,3/16/2022 17:41,Mar-22,Johnny Morris And Loyola in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Chocolate/White
A851299,Jake,3/16/2022 18:14,Mar-22,Pine Meadows And Emerald Forest in Austin (TX),Stray,Normal,Dog,Intact Male,11 months,Boxer,Red/White
A850990,*Luna,3/16/2022 18:30,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,3 years,American Bulldog,White/Black
A853337,Kano,3/17/2022 9:45,Mar-22,15310 Fagerquist in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,American Staffordshire Terrier,Black/White
A853338,*Bookman,3/17/2022 9:45,Mar-22,15310 Fagerquist in Travis (TX),Stray,Normal,Dog,Intact Male,1 year,American Staffordshire Terrier,Tan
A853342,Screwball,3/17/2022 10:00,Mar-22,1142 Gunter in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Australian Shepherd,Tricolor
A853339,*Centaur,3/17/2022 10:06,Mar-22,8107 Medrano Path in Travis (TX),Stray,Medical,Dog,Intact Male,4 years,Australian Cattle Dog/Chinese Sharpei,Blue Tick/White
A853346,*Cheltenham,3/17/2022 11:34,Mar-22,7201 Levander Loop in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,German Shepherd,Sable
A853353,Chanel,3/17/2022 12:20,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,5 months,Australian Shepherd/Great Pyrenees,Brown/White
A853358,*Excelsior,3/17/2022 12:43,Mar-22,7601 Daffan Lane in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Dachshund Mix,Buff/White
A841530,Nipsy,3/17/2022 12:54,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Chihuahua Shorthair,White/Brown
A853362,Butters,3/17/2022 14:31,Mar-22,4800 East Stassney in Austin (TX),Public Assist,Normal,Dog,Intact Female,2 months,Border Collie/Pit Bull,Black/White
A795854,Jada,3/17/2022 14:50,Mar-22,12636 Research Blvd in Austin (TX),Public Assist,Normal,Dog,Intact Female,8 years,Blue Lacy/Pit Bull,Blue
A852904,Tulsa,3/17/2022 14:59,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Pug,Brown Brindle/White
A852036,Queen,3/17/2022 16:08,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,3 months,German Shepherd Mix,Brown/Black
A853374,*Cambria,3/17/2022 16:27,Mar-22,Montopolis Road in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,German Shepherd Mix,Brown/White
A853377,A853377,3/17/2022 16:41,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 month,Pug/Cairn Terrier,Fawn
A853378,A853378,3/17/2022 16:41,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 month,Pug/Cairn Terrier,Brown/White
A853379,A853379,3/17/2022 16:41,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 month,Pug/Cairn Terrier,Brown/White
A853380,A853380,3/17/2022 16:41,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 month,Pug/Cairn Terrier,Brown/White
A853376,Mackie,3/17/2022 16:42,Mar-22,Festival Beach in Austin (TX),Stray,Normal,Dog,Neutered Male,12 years,German Shepherd Mix,Tan/Black
A853381,*Korinna,3/17/2022 17:26,Mar-22,1718 Woodward in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Basenji Mix,Black/Tan
A852043,Violet,3/17/2022 18:02,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 months,Australian Shepherd Mix,Brown/Tricolor
A853398,A853398,3/18/2022 10:30,Mar-22,Mcangus in Travis (TX),Stray,Normal,Dog,Intact Female,7 months,Treeing Walker Coonhound,Red/White
A853401,*Dove,3/18/2022 11:16,Mar-22,6201 Caddie Street in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Labrador Retriever Mix,White/Brown
A853408,Champ,3/18/2022 11:43,Mar-22,730 West Stassney in Austin (TX),Stray,Normal,Dog,Intact Male,8 months,Pit Bull Mix,Brown Brindle/White
A842543,Maz,3/18/2022 12:05,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,German Shepherd Mix,Brown/Black
A853417,Beau,3/18/2022 12:46,Mar-22,9916 Horizon Lane in Austin (TX),Stray,Normal,Dog,Intact Male,6 months,Labrador Retriever Mix,Cream
A803954,Ziggy,3/18/2022 13:13,Mar-22,Travis (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Labrador Retriever/Pit Bull,Tan
A853424,Tito,3/18/2022 13:50,Mar-22,Dittmar And South 1St Street in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Shih Tzu,White/Tan
A853425,*Finch,3/18/2022 14:10,Mar-22,Ohlen And Fairfield in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Chinese Sharpei Mix,Buff
A853426,*Flycatcher,3/18/2022 14:10,Mar-22,Ohlen And Fairfield in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Chinese Sharpei Mix,Buff/Black
A853428,*Goose,3/18/2022 14:41,Mar-22,11200 Harvest Time Cove in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Doberman Pinsch,Black/Tan
A840673,Zulu,3/18/2022 15:23,Mar-22,Austin (TX),Public Assist,Normal,Dog,Neutered Male,4 years,Pit Bull,Blue
A853440,A853440,3/18/2022 15:51,Mar-22,4200 Clawson Road in Austin (TX),Stray,Injured,Dog,Intact Female,3 weeks,Dachshund Wirehair Mix,Brown/Black
A853436,A853436,3/18/2022 15:51,Mar-22,4200 Clawson Road in Austin (TX),Stray,Injured,Dog,Intact Female,3 weeks,Dachshund Wirehair Mix,Tan/White
A853439,A853439,3/18/2022 15:51,Mar-22,4200 Clawson Road in Austin (TX),Stray,Injured,Dog,Intact Male,3 weeks,Dachshund Wirehair Mix,Brown/Black
A853431,Coco,3/18/2022 15:51,Mar-22,4200 Clawson Road in Austin (TX),Stray,Injured,Dog,Intact Female,2 years,Dachshund Wirehair,Tan
A853441,A853441,3/18/2022 15:51,Mar-22,4200 Clawson Road in Austin (TX),Stray,Injured,Dog,Intact Male,3 weeks,Dachshund Wirehair Mix,Brown/Black
A853435,A853435,3/18/2022 15:51,Mar-22,4200 Clawson Road in Austin (TX),Stray,Injured,Dog,Intact Male,3 weeks,Dachshund Wirehair Mix,Tan
A853438,A853438,3/18/2022 15:51,Mar-22,4200 Clawson Road in Austin (TX),Stray,Injured,Dog,Intact Male,3 weeks,Dachshund Wirehair Mix,Tan
A853433,*Wagtail,3/18/2022 15:59,Mar-22,10248 Old Lockhart Rd in Travis (TX),Stray,Normal,Dog,Intact Male,7 months,Australian Cattle Dog,White/Black
A853432,*Ibis,3/18/2022 15:59,Mar-22,10248 Old Lockhart Rd in Travis (TX),Stray,Normal,Dog,Intact Female,7 months,German Shepherd/Beagle,Black/Brown
A853434,*Widgeon,3/18/2022 16:00,Mar-22,306 Pecan Dr in Austin (TX),Stray,Injured,Dog,Intact Female,2 months,Redbone Hound/German Shepherd,Brown
A852044,Lily,3/18/2022 16:53,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Australian Shepherd Mix,Red/White
A853437,*Albie,3/18/2022 17:02,Mar-22,15009 Fagerquist Road in Travis (TX),Stray,Normal,Dog,Intact Male,3 months,German Shepherd Mix,Brown/Black
A853449,Chiquis,3/18/2022 17:08,Mar-22,11631 Argonne Forest Trail in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Jack Russell Terrier Mix,White/Black
A853450,*Puffin,3/18/2022 17:08,Mar-22,11631 Argonne Forest Trail in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Jack Russell Terrier Mix,White/Brown Brindle
A853451,*Bobolink,3/18/2022 18:16,Mar-22,1500 Dale Drive in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Chihuahua Shorthair Mix,Fawn/Tan
A853452,*Pelican,3/18/2022 18:16,Mar-22,1500 Dale Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,10 years,German Shepherd,Tan/Black
A853453,Nene,3/18/2022 18:16,Mar-22,1500 Dale Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Chihuahua Shorthair/Border Terrier,Black/White
A853465,*Nightjar,3/19/2022 11:00,Mar-22,1511 Cripple Creek Drive in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,Labrador Retriever Mix,Black
A853481,*Lovebird,3/19/2022 12:05,Mar-22,2201 East Ben White in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,American Pit Bull Terrier/Labrador Retriever,Black/White
A853486,Dunk,3/19/2022 12:26,Mar-22,1187 Oak Grove in Austin (TX),Stray,Aged,Dog,Neutered Male,14 years,Chihuahua Shorthair,Tricolor
A853485,Prince,3/19/2022 12:47,Mar-22,1810 Bitter Creek Dr in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Labrador Retriever/Golden Retriever,Tan
A853493,Holly,3/19/2022 13:24,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 year,Pit Bull,White/Red
A853494,Tigre,3/19/2022 13:56,Mar-22,George Bush And Dwight Eisenhower Street in Travis (TX),Stray,Normal,Dog,Intact Male,3 years,Pit Bull,Brown Brindle/White
A853495,Rocky,3/19/2022 14:26,Mar-22,2004 West Loop in Austin (TX),Stray,Normal,Dog,Neutered Male,17 years,Shih Tzu Mix,Black/White
A853502,*Nuthatch,3/19/2022 16:48,Mar-22,1071 Clayton Lane in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Border Collie Mix,Black/Tan
A846552,Hamilton,3/19/2022 17:56,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,6 months,Harrier Mix,White/Brown Brindle
A850074,Pablo,3/19/2022 18:15,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,6 months,Australian Kelpie Mix,Black/White
A851200,Kain,3/20/2022 11:55,Mar-22,5701 Johnny Morris Rd in Austin (TX),Stray,Injured,Dog,Intact Male,1 year,Pit Bull,White
A853557,Coco,3/20/2022 12:37,Mar-22,8500 Remington Ln in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,White/Brown Brindle
A853563,Peanut,3/20/2022 14:08,Mar-22,9345 E Highway 290 in Austin (TX),Stray,Injured,Dog,Intact Male,3 years,Pit Bull,Blue/White
A853562,Butterscotch,3/20/2022 14:11,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,8 years,Pit Bull,Tan/White
A838525,Carver,3/20/2022 19:04,Mar-22,2602 Gadwall Cv in Austin (TX),Public Assist,Normal,Dog,Neutered Male,2 years,Australian Cattle Dog,Brown/White
A853579,Seus,3/21/2022 7:20,Mar-22,9409 Quail Meadow Dr in Austin (TX),Stray,Injured,Dog,Intact Male,5 years,Doberman Pinsch,Red/Red
A853606,,3/21/2022 12:44,Mar-22,2612 Rio Mesa in Travis (TX),Public Assist,Injured,Dog,Intact Male,12 years,Labrador Retriever,Chocolate
A853605,,3/21/2022 12:47,Mar-22,2302 Jenibeth Lane in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Australian Shepherd Mix,Tan
A853419,*Sid,3/21/2022 13:45,Mar-22,Ohlen Road And Shadowood in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever Mix,Yellow
A853420,*Diego,3/21/2022 13:45,Mar-22,Ohlen Road And Shadowood in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Beagle Mix,Red/White
A853615,Beau,3/21/2022 13:53,Mar-22,Rosewood Avenue in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Border Collie Mix,Black/White
A853616,*Blueberry,3/21/2022 13:53,Mar-22,Rosewood Avenue in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,Pit Bull Mix,Blue/White
A840145,Echo,3/21/2022 14:10,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Australian Shepherd/Australian Shepherd,Brown/White
A853617,*Mathias,3/21/2022 14:40,Mar-22,Slaughter And Menchaca in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Mastiff Mix,Red/White
A853632,Kona,3/22/2022 10:29,Mar-22,53Rd Street in Austin (TX),Stray,Normal,Dog,Neutered Male,8 years,Pit Bull,Blue
A853634,*Erik,3/22/2022 10:46,Mar-22,13100 Old Gregg Ln in Travis (TX),Stray,Normal,Dog,Intact Male,3 years,Siberian Husky Mix,Brown/White
